,title,country,region,rank_display,score,url,faculty_tot,faculty_int,student_tot,student_int
69,Georgia Institute of Technology,United States,North America,70.0,70.1,https://www.topuniversities.com/universities/georgia-institute-technology#wurs,1133.0,75.0,21082.0,4761.0
70,KU Leuven,Belgium,Europe,71.0,69.4,https://www.topuniversities.com/universities/ku-leuven#wurs,2515.0,784.0,45538.0,6926.0
71,Pohang University of Science And Technology (POSTECH),South Korea,Asia,71.0,69.4,https://www.topuniversities.com/universities/pohang-university-science-technology-postech#wurs,664.0,113.0,3117.0,126.0
72,University of Zurich,Switzerland,Europe,73.0,69.2,https://www.topuniversities.com/universities/university-zurich#wurs,4997.0,2617.0,26065.0,5036.0
73,University of Copenhagen,Denmark,Europe,73.0,69.2,https://www.topuniversities.com/universities/university-copenhagen#wurs,7483.0,2336.0,32119.0,3683.0
74,Universidad de Buenos Aires (UBA),Argentina,Latin America,75.0,69.1,https://www.topuniversities.com/universities/universidad-de-buenos-aires-uba#wurs,16421.0,3165.0,122301.0,27109.0
76,Tohoku University,Japan,Asia,76.0,69.0,https://www.topuniversities.com/universities/tohoku-university#wurs,3411.0,264.0,17827.0,1604.0
75,National Taiwan University (NTU),Taiwan,Asia,76.0,69.0,https://www.topuniversities.com/universities/national-taiwan-university-ntu#wurs,2807.0,220.0,32195.0,3152.0
77,Lund University,Sweden,Europe,78.0,68.5,https://www.topuniversities.com/universities/lund-university#wurs,3031.0,1002.0,27786.0,6408.0
78,Durham University,United Kingdom,Europe,78.0,68.5,https://www.topuniversities.com/universities/durham-university#wurs,1539.0,586.0,16745.0,4690.0
79,"University of North Carolina, Chapel Hill",United States,North America,80.0,67.8,https://www.topuniversities.com/universities/university-north-carolina-chapel-hill#wurs,4083.0,524.0,25373.0,1934.0
80,Boston University,United States,North America,81.0,67.2,https://www.topuniversities.com/universities/boston-university#wurs,3157.0,379.0,25662.0,7041.0
81,The University of Auckland,New Zealand,Oceania,82.0,67.0,https://www.topuniversities.com/universities/university-auckland#wurs,2047.0,645.0,29641.0,8568.0
82,The University of Sheffield,United Kingdom,Europe,82.0,67.0,https://www.topuniversities.com/universities/university-sheffield#wurs,3065.0,938.0,25430.0,8745.0
83,The University of Nottingham,United Kingdom,Europe,84.0,66.8,https://www.topuniversities.com/universities/university-nottingham#wurs,3360.0,1135.0,29165.0,7993.0
84,University of Birmingham,United Kingdom,Europe,84.0,66.8,https://www.topuniversities.com/universities/university-birmingham#wurs,2962.0,1028.0,28660.0,7795.0
85,The Ohio State University,United States,North America,86.0,66.1,https://www.topuniversities.com/universities/ohio-state-university#wurs,5911.0,1696.0,43156.0,6874.0
86,Zhejiang University,China,Asia,87.0,65.9,https://www.topuniversities.com/universities/zhejiang-university#wurs,4507.0,1913.0,40869.0,4625.0
87,"Trinity College Dublin, The University of Dublin",Ireland,Europe,88.0,65.7,https://www.topuniversities.com/universities/trinity-college-dublin-university-dublin#wurs,1249.0,544.0,14961.0,4311.0
88,Rice University,United States,North America,89.0,65.6,https://www.topuniversities.com/universities/rice-university#wurs,969.0,316.0,6610.0,1847.0
89,University of Alberta,Canada,North America,90.0,65.5,https://www.topuniversities.com/universities/university-alberta#wurs,3561.0,1294.0,31765.0,8203.0
90,Korea University,South Korea,Asia,90.0,65.5,https://www.topuniversities.com/universities/korea-university#wurs,3745.0,339.0,25892.0,3638.0
91,University of St Andrews,United Kingdom,Europe,92.0,65.3,https://www.topuniversities.com/universities/university-st-andrews#wurs,1140.0,485.0,8800.0,4030.0
92,Pennsylvania State University,United States,North America,93.0,65.2,https://www.topuniversities.com/universities/pennsylvania-state-university#wurs,3509.0,211.0,45612.0,7081.0
93,The University of Western Australia,Australia,Oceania,93.0,65.2,https://www.topuniversities.com/universities/university-western-australia#wurs,1420.0,809.0,18531.0,4575.0
94,The Hong Kong Polytechnic University,Hong Kong,Asia,95.0,65.0,https://www.topuniversities.com/universities/hong-kong-polytechnic-university#wurs,2447.0,1275.0,20972.0,5251.0
95,Lomonosov Moscow State University,Russia,Europe,95.0,65.0,https://www.topuniversities.com/universities/lomonosov-moscow-state-university#wurs,6709.0,373.0,30233.0,5098.0
96,University of Science and Technology of China,China,Asia,97.0,64.9,https://www.topuniversities.com/universities/university-science-technology-china#wurs,1992.0,155.0,16032.0,548.0
97,KTH Royal Institute of Technology,Sweden,Europe,98.0,64.7,https://www.topuniversities.com/universities/kth-royal-institute-technology#wurs,1500.0,494.0,12658.0,1937.0
